Year,Xpath,Type,Description,Line,MinOccur,MaxOccur
2010,/Return/ReturnData/IRS990ScheduleG/StatesWhereGamingConducted,StateType,Enter state where organization conducts gaming activities,Part III Line 9,0,60
2010,/Return/ReturnData/IRS990ScheduleG/SolicitationOfGovtGrants,CheckboxType,Solicitation of government grants,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/MailSolicitations,CheckboxType,Mail solicitations,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CashPrizesEvent2,USAmountType,"Cash prizes, event no.2",Line 4 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/FoodAndBeverageEvent1,USAmountType,"Food and beverage expenses, event no.1",Line 7 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborPrcntOtherGaming,RatioType,"volunteer labor percentage, other gaming",Line 6 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/NameOfGamingRecKeeperBus,BusinessNameType,Business name of gaming records keeper,Part III Line 14,,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossRevenueOtherEvents,USAmountType,"Gross revenue, other events",Line 3 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborOtherGaming,BooleanType,"volunteer labor, other gaming",Line 6 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/EntertainmentEvent2,USAmountType,"Entertainment expenses, event no.2",Line 8 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborPrcntagePullTabs,RatioType,"volunteer labor percentage, pull tabs",Line 6 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerIsEmployee,CheckboxType,Gaming manager is an employee,Part III Line 16,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerNamePerson,PersonNameType,Gaming manager person name,Part III Line 16,,
2010,/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/Explanation,ExplanationType,Explanation,Part IV,0,
2010,/Return/ReturnData/IRS990ScheduleG/ExplanationIfNo,ShortExplanationType,Explanation if no license,Part III Line 9b,0,
2010,/Return/ReturnData/IRS990ScheduleG/NameOfGamingRecKeeperPerson,PersonNameType,Person name of gaming records keeper,Part III Line 14,,
2010,/Return/ReturnData/IRS990ScheduleG/AmountDistributed,USAmountType,Amount distributed,Part III Line 17b,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerIsDirectorOfficer,CheckboxType,Gaming manager is a director or officer,Part III Line 16,0,
2010,/Return/ReturnData/IRS990ScheduleG/PercentageOfGamingOwnFacility,RatioType,Percentage of gaming in own facility,Part III Line 13a,0,
2010,/Return/ReturnData/IRS990ScheduleG/EmailSolicitations,CheckboxType,Email solicitations,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/OtherDirectExpensesEvent1,USAmountType,"Other direct expenses, event no.1",Line 9 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/RentFacilityCostsTotalEvents,USAmountType,"Rent or facility costs, total",Line 6 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/OtherDirectExpensesTotalEvents,USAmountType,"Other direct expenses, total",Line 9 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/DirectExpenseSummaryEvents,USAmountType,Direct expense summary,Line 10 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossRevenueEvent2,USAmountType,"Gross revenue, event no.2",Line 3 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/TotalRetainedByContractors,USAmountType,Total retained by contractors,Part I Line 2b(v),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/RentFacilityCostsTotalGaming,USAmountType,"Rent or facility costs, total",Line 4 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossRevenueTotalEvents,USAmountType,"Gross revenue, total",Line 3 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/GrossReceipts,USAmountNNType,Gross receipts from activity,Part I Line 2b(iv),0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/AddressForeign,ForeignAddressType,Foreign address of individual or organization,Line 2b Column (i),,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossReceiptsTotal,USAmountNNType,"Gross receipts, total",Line 1 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/LicenseSuspendedEtc,BooleanType,"Were any gaming licenses revoked, suspended, or terminated during the tax year?",Part III Line 10a,0,
2010,/Return/ReturnData/IRS990ScheduleG/AgreementRefFundraising,BooleanType,"Did the organization have a written or oral agreement with any individual (including officers, directors, trustees or key employees listed in Form 990, Part VII) or entity in connection with professional fundraising activities?",Part I Line 2a,0,
2010,/Return/ReturnData/IRS990ScheduleG/Licensed,BooleanType,Is organization licensed in each state?,Part III Line 9a,0,
2010,/Return/ReturnData/IRS990ScheduleG/AddressOfGamingRecKeeperUS,USAddressType,US address of gaming records keeper,Part III Line 14,,
2010,/Return/ReturnData/IRS990ScheduleG/GamingWithNonmembers,BooleanType,Does organization operate gaming activities with nonmembers?,Part III Line 11,0,
2010,/Return/ReturnData/IRS990ScheduleG/SpecialFundraisingEvents,CheckboxType,Special fundraising events,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossRevenueEvent1,USAmountType,"Gross revenue, event no.1",Line 3 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/Identifier,LineExplanationType,Identifier,Part IV,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerServicesProvided,ShortExplanationType,Gamaing manager services provided,Part III Line 16,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerIsIndContractor,CheckboxType,Gaming manager is an independent contractor,Part III Line 16,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CashPrizesEvent1,USAmountType,"Cash prizes, event no.1",Line 4 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/InPersonSolicitations,CheckboxType,In-person solicitations,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/OtherDirectExpensesOtherEvents,USAmountType,"Other direct expenses, other events",Line 9 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/AddressOfThirdPartyUS,USAddressType,US address of third party,Part III Line 15c,,
2010,/Return/ReturnData/IRS990ScheduleG/NameOfThirdPartyPerson,PersonNameType,Person name of third party,Part III Line 15c,,
2010,/Return/ReturnData/IRS990ScheduleG/GamingManagerCompensation,USAmountType,Gaming manager compensation,Part III Line 16,0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/NetToOrganization,USAmountType,Amount paid to (or retained by) organization,Part I Line 2b(vi),0,
2010,/Return/ReturnData/IRS990ScheduleG/CharitableDistribRequired,BooleanType,Charitable distributions required?,Part III Line 17a,0,
2010,/Return/ReturnData/IRS990ScheduleG/Form990ScheduleGPartIV/ReturnReference,LineExplanationType,Return reference,Part IV,0,
2010,/Return/ReturnData/IRS990ScheduleG/MemberOfOtherEntity,BooleanType,Is organization formed to administer charitable gaming?,Part III Line 12,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/OtherDirectExpensesPullTabs,USAmountType,"Other direct expenses, pull tabs",Line 5 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/NetGamingIncomeSummary,USAmountType,Net gaming income summary,Line 8,0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/NameOfIndividual,PersonNameType,Name of individual,Line 2b Column (i),,
2010,/Return/ReturnData/IRS990ScheduleG/AddressOfGamingRecKeeperFrgn,ForeignAddressType,Foreign address of gaming records keeper,Part III Line 14,,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CharitableContributionsTotal,USAmountType,"Charitable contributions, total",Line 2 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/OtherDirectExpensesOtherGaming,USAmountType,"Other direct expenses, other gaming",Line 5 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborBingo,BooleanType,"volunteer labor, bingo",Line 6 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/NonCashPrizesOtherGaming,USAmountType,"Non-cash prizes, other gaming",Line 3 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/RentFacilityCostsBingo,USAmountType,"Rent or facility costs, bingo",Line 4 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CharitableContributionsEvent1,USAmountType,"Charitable contributions, event no.1",Line 2 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/CashPrizesOtherGaming,USAmountType,"Cash prizes, other gaming",Line 2 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/NameOfOrganization,BusinessNameType,Name of entity (fundraiser),Line 2b Column (i),,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/RentFacilityCostsOtherGaming,USAmountType,"Rent or facility costs, other gaming",Line 4 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/Activity,ShortExplanationType,Activity,Line 2b Column (ii),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CharitableContributionsEvent2,USAmountType,"Charitable contributions, event no.2",Line 2 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/NonCashPrizesPullTabs,USAmountType,"Non-cash prizes, pull tabs",Line 3 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/FoodAndBeverageOtherEvents,USAmountType,"Food and beverage expenses, other events",Line 7 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/RentFacilityCostsOtherEvents,USAmountType,"Rent or facility costs, other events",Line 6 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/NonCashPrizesBingo,USAmountType,"Non-cash prizes, bingo",Line 3 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CashPrizesOtherEvents,USAmountType,"Cash prizes, other events",Line 4 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/RentFacilityCostsPullTabs,USAmountType,"Rent or facility costs, pull tabs",Line 4 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/DirectExpenseSummaryGaming,USAmountType,Direct expense summary,Line 7,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/CashPrizesPullTabs,USAmountType,"Cash prizes, pull tabs",Line 2 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/EntertainmentTotalEvents,USAmountType,"Entertainment costs, total",Line 8 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/OtherDirectExpensesTotalGaming,USAmountType,"Other direct expenses, total",Line 5 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/AddressOfThirdPartyForeign,ForeignAddressType,Foreign address of third party,Part III Line 15c,,
2010,/Return/ReturnData/IRS990ScheduleG/PercentageOfGamingOthrFacility,RatioType,Percentage of gaming in other facility,Part III Line 13b,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/TotalNumberOfOtherEvents,IntegerNNType,Other events: total number,Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/GrossRevenuePullTabs,USAmountType,"Gross revenue, pull tabs",Line 1 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/AmtOfGamingRevenueRecvdByOrg,USAmountType,Amount of gaming revenue received by organization,Part III Line 15b,0,
2010,/Return/ReturnData/IRS990ScheduleG/ContractWith3rdPartyForGamRev,BooleanType,Is there a third party contract for gaming revenue?,Part III Line 15a,0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborPercentageBingo,RatioType,"volunteer labor percentage, bingo",Line 6 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/EntertainmentOtherEvents,USAmountType,"Entertainment expenses, other events",Line 8 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/GrossReceiptsEvent2,USAmountNNType,"Gross receipts, event no.2",Line 1 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/FoodAndBeverageEvent2,USAmountType,"Food and beverage expenses, event no.2",Line 7 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/CashPrizesTotalGaming,USAmountType,"Cash prizes, total",Line 2 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/ExplanationIfYes,ShortExplanationType,"Explanation if license revoked, suspended, or termination",Part III Line 10b,0,
2010,/Return/ReturnData/IRS990ScheduleG/TotalNetToOrganization,USAmountType,Total net to organization,Part I Line 2b(vi),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/NonCashPrizesTotalEvents,USAmountType,"Non-cash prizes, total",Line 5 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/TotalGrossReceipts,USAmountNNType,Total gross receipts,Part I Line 2b(iv),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/NameOfEvent2,LineExplanationType,Name of event no.2,Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/GrossRevenueBingo,USAmountType,"Gross revenue, bingo",Line 1 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/GrossRevenueOtherGaming,USAmountType,"Gross revenue, other gaming",Line 1 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/LicensedStates,StateType,List all states in which the organization is registered or licensed to solicit funds or has been notified it is exempt from registration or licensing,Part I Line 3,,60
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/OtherDirectExpensesBingo,USAmountType,"Other direct expenses, bingo",Line 5 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/CashPrizesBingo,USAmountType,"Cash prizes, bingo",Line 2 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/NonCashPrizesOtherEvents,USAmountType,"Non-cash prizes, other events",Line 5 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/AmtOfGamingRevenueRetndBy3Prty,USAmountType,Amount of gaming revenue retained by 3rd party,Part III Line 15b,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/FoodAndBeverageTotalEvents,USAmountType,"Food and beverage costs, total",Line 7 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/VolunteerLaborPullTabs,BooleanType,"volunteer labor, pull tabs",Line 6 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleG/FundraiserActivityInformation/FundraiserControlOfFunds,BooleanType,Fundraiser control of funds?,Line 2b Column (iii),0,
2010,/Return/ReturnData/IRS990ScheduleG/GamingInformation/NonCashPrizesTotalGaming,USAmountType,"Non-cash prizes, total",Line 3 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CharitableContribOtherEvents,USAmountType,"Charitable contributions, other events",Line 2 Column (c),0,
2010,/Return/ReturnData/IRS990ScheduleG/PhoneSolicitations,CheckboxType,Phone solicitations,Part I Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/RentFacilityCostsEvent1,USAmountType,"Rent or facility costs, event no.1",Line 6 Column (a),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/NetIncomeSummary,USAmountType,Net income summary,Line 11 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/CashPrizesTotalEvents,USAmountType,"Cash prizes, total",Line 4 Column (d),0,
2010,/Return/ReturnData/IRS990ScheduleG/EventsInformation/RentFacilityCostsEvent2,USAmountType,"Rent or facility costs, event no.2",Line 6 Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleD/DisclosedForCharitablePurposes,BooleanType,"Did the organization inform all grantees, donors, and donor advisors in writing that grant funds may be used only for charitable purposes and not for the benefit of the donor or donor advisor?",Part I Line 6,0,
2010,/Return/ReturnData/IRS990ScheduleD/TotalBookValueOtherAssets,USAmountType,Total book value,Part IX Column (b),0,
2010,/Return/ReturnData/IRS990ScheduleD/CurrentYearMinus1Year/EndOfYearBalance,USAmountType,End of year balance,Part V Line 1g,0,
2010,/Return/ReturnData/IRS990ScheduleD/InvestmentExpenses,USAmountType,Investment expenses,Part XI Line 6,0,
2010,/Return/ReturnData/IRS990ScheduleD/CurrentYear/Contributions,USAmountType,Contributions,Part V Line 1b,0,
2010,/Return/ReturnData/IRS990ScheduleD/HistoricLandArea,CheckboxType,Historic land area,Part II Line 1,0,
2010,/Return/ReturnData/IRS990ScheduleD/Sect170hRequirementsSatisfied,BooleanType,Does each conservation easement reported on line 2(d) above satisfy the requirements of section 170(h)(4)(B)(i) and 170(h)(4)(B)(ii)?,Part II Line 8,0,
2010,/Return/ReturnData/IRS990ScheduleD/AreRelatedOrgsListedScheduleR,BooleanType,Are related orgs listed on Schedule R?,Part V Line 3b,0,
2010,/Return/ReturnData/IRS990ScheduleD/RevenueNotRptdOnFinStmt,USAmountType,"Total amounts, add lines 4a and 4b",Part XII Line 4c,0,
2010,/Return/ReturnData/IRS990ScheduleD/SolicitedAssetsForSale,BooleanType,"During the year, did the organization solicit or receive donations of art, historical treasures or other similar assets to be sold to raise funds rather than to be maintained as part of the organization's collection?",Part III Line 5,0,
2010,/Return/ReturnData/IRS990ScheduleD/IncludedOnFS,BooleanType,"Did the organization include an amount on Form 990, Part X, line 21?",Part IV Line 2a,0,
